id,activity_date,daily_average_heartrate,total_steps,total_distance,tracker_distance,logged_activities_distance,very_active_distance,moderately_active_distance,light_active_distance,sedentary_active_distance,very_active_minutes,fairly_active_minutes,lightly_active_minutes,sedentary_minutes,calories,total_minutes_asleep,total_sleep_records,total_time_in_bed,bmi,weight_kg,weight_pounds
1503960366,2016-04-12,,13162,8.5,8.5,0.0,1.88,0.55,6.06,0.0,25,13,328,728,1985,327.0,1.0,346.0,,,
1503960366,2016-04-13,,10735,6.97,6.97,0.0,1.57,0.69,4.71,0.0,21,19,217,776,1797,384.0,2.0,407.0,,,
1503960366,2016-04-14,,10460,6.74,6.74,0.0,2.44,0.4,3.91,0.0,30,11,181,1218,1776,,,,,,
1503960366,2016-04-15,,9762,6.28,6.28,0.0,2.14,1.26,2.83,0.0,29,34,209,726,1745,412.0,1.0,442.0,,,
1503960366,2016-04-16,,12669,8.16,8.16,0.0,2.71,0.41,5.04,0.0,36,10,221,773,1863,340.0,2.0,367.0,,,
1503960366,2016-04-17,,9705,6.48,6.48,0.0,3.19,0.78,2.51,0.0,38,20,164,539,1728,700.0,1.0,712.0,,,
1503960366,2016-04-18,,13019,8.59,8.59,0.0,3.25,0.64,4.71,0.0,42,16,233,1149,1921,,,,,,
1503960366,2016-04-19,,15506,9.88,9.88,0.0,3.53,1.32,5.03,0.0,50,31,264,775,2035,304.0,1.0,320.0,,,
1503960366,2016-04-20,,10544,6.68,6.68,0.0,1.96,0.48,4.24,0.0,28,12,205,818,1786,360.0,1.0,377.0,,,
1503960366,2016-04-21,,9819,6.34,6.34,0.0,1.34,0.35,4.65,0.0,19,8,211,838,1775,325.0,1.0,364.0,,,
1503960366,2016-04-22,,12764,8.13,8.13,0.0,4.76,1.12,2.24,0.0,66,27,130,1217,1827,,,,,,
1503960366,2016-04-23,,14371,9.04,9.04,0.0,2.81,0.87,5.36,0.0,41,21,262,732,1949,361.0,1.0,384.0,,,
1503960366,2016-04-24,,10039,6.41,6.41,0.0,2.92,0.21,3.28,0.0,39,5,238,709,1788,430.0,1.0,449.0,,,
1503960366,2016-04-25,,15355,9.8,9.8,0.0,5.29,0.57,3.94,0.0,73,14,216,814,2013,277.0,1.0,323.0,,,
1503960366,2016-04-26,,13755,8.79,8.79,0.0,2.33,0.92,5.54,0.0,31,23,279,833,1970,245.0,1.0,274.0,,,
1503960366,2016-04-27,,18134,12.21,12.21,0.0,6.4,0.41,5.41,0.0,78,11,243,1108,2159,,,,,,
1503960366,2016-04-28,,13154,8.53,8.53,0.0,3.54,1.16,3.79,0.0,48,28,189,782,1898,366.0,1.0,393.0,,,
1503960366,2016-04-29,,11181,7.15,7.15,0.0,1.06,0.5,5.58,0.0,16,12,243,815,1837,341.0,1.0,354.0,,,
1503960366,2016-04-30,,14673,9.25,9.25,0.0,3.56,1.42,4.27,0.0,52,34,217,712,1947,404.0,1.0,425.0,,,
1503960366,2016-05-01,,10602,6.81,6.81,0.0,2.29,1.6,2.92,0.0,33,35,246,730,1820,369.0,1.0,396.0,,,
1503960366,2016-05-02,,14727,9.71,9.71,0.0,3.21,0.57,5.92,0.0,41,15,277,798,2004,277.0,1.0,309.0,22.65,52.6,115.96
1503960366,2016-05-03,,15103,9.66,9.66,0.0,3.73,1.05,4.88,0.0,50,24,254,816,1990,273.0,1.0,296.0,22.65,52.6,115.96
1503960366,2016-05-04,,11100,7.15,7.15,0.0,2.46,0.87,3.82,0.0,36,22,203,1179,1819,,,,,,
1503960366,2016-05-05,,14070,8.9,8.9,0.0,2.92,1.08,4.88,0.0,45,24,250,857,1959,247.0,1.0,264.0,,,
1503960366,2016-05-06,,12159,8.03,8.03,0.0,1.97,0.25,5.81,0.0,24,6,289,754,1896,334.0,1.0,367.0,,,
1503960366,2016-05-07,,11992,7.71,7.71,0.0,2.46,2.12,3.13,0.0,37,46,175,833,1821,331.0,1.0,349.0,,,
1503960366,2016-05-08,,10060,6.58,6.58,0.0,3.53,0.32,2.73,0.0,44,8,203,574,1740,594.0,1.0,611.0,,,
1503960366,2016-05-09,,12022,7.72,7.72,0.0,3.45,0.53,3.74,0.0,46,11,206,835,1819,338.0,1.0,342.0,,,
1503960366,2016-05-10,,12207,7.77,7.77,0.0,3.35,1.16,3.26,0.0,46,31,214,746,1859,383.0,1.0,403.0,,,
1503960366,2016-05-11,,12770,8.13,8.13,0.0,2.56,1.01,4.55,0.0,36,23,251,669,1783,285.0,1.0,306.0,,,
1503960366,2016-05-12,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,0,,,,,,
1624580081,2016-04-12,,8163,5.31,5.31,0.0,0.0,0.0,5.31,0.0,0,0,146,1294,1432,,,,,,
1624580081,2016-04-13,,7007,4.55,4.55,0.0,0.0,0.0,4.55,0.0,0,0,148,1292,1411,,,,,,
1624580081,2016-04-14,,9107,5.92,5.92,0.0,0.0,0.0,5.91,0.01,0,0,236,1204,1572,,,,,,
1624580081,2016-04-15,,1510,0.98,0.98,0.0,0.0,0.0,0.97,0.0,0,0,96,1344,1344,,,,,,
1624580081,2016-04-16,,5370,3.49,3.49,0.0,0.0,0.0,3.49,0.0,0,0,176,1264,1463,,,,,,
1624580081,2016-04-17,,6175,4.06,4.06,0.0,1.03,1.52,1.49,0.01,15,22,127,1276,1554,,,,,,
1624580081,2016-04-18,,10536,7.41,7.41,0.0,2.15,0.62,4.62,0.01,17,7,202,1214,1604,,,,,,
1624580081,2016-04-19,,2916,1.9,1.9,0.0,0.0,0.0,1.9,0.0,0,0,141,1299,1435,,,,,,
1624580081,2016-04-20,,4974,3.23,3.23,0.0,0.0,0.0,3.23,0.0,0,0,151,1289,1446,,,,,,
1624580081,2016-04-21,,6349,4.13,4.13,0.0,0.0,0.0,4.11,0.02,0,0,186,1254,1467,,,,,,
1624580081,2016-04-22,,4026,2.62,2.62,0.0,0.0,0.0,2.6,0.0,0,0,199,1241,1470,,,,,,
1624580081,2016-04-23,,8538,5.55,5.55,0.0,0.0,0.0,5.54,0.01,0,0,227,1213,1562,,,,,,
1624580081,2016-04-24,,6076,3.95,3.95,0.0,1.15,0.91,1.89,0.0,16,18,185,1221,1617,,,,,,
1624580081,2016-04-25,,6497,4.22,4.22,0.0,0.0,0.0,4.2,0.02,0,0,202,1238,1492,,,,,,
1624580081,2016-04-26,,2826,1.84,1.84,0.0,0.0,0.0,1.83,0.01,0,0,140,1300,1402,,,,,,
1624580081,2016-04-27,,8367,5.44,5.44,0.0,1.11,1.87,2.46,0.0,17,36,154,1233,1670,,,,,,
1624580081,2016-04-28,,2759,1.79,1.79,0.0,0.0,0.2,1.6,0.0,0,5,115,1320,1401,,,,,,
1624580081,2016-04-29,,2390,1.55,1.55,0.0,0.0,0.0,1.55,0.0,0,0,150,1290,1404,,,,,,
1624580081,2016-04-30,,6474,4.3,4.3,0.0,0.9,1.28,2.12,0.01,11,23,224,1182,1655,,,,,,
1624580081,2016-05-01,,36019,28.03,28.03,0.0,21.92,4.19,1.91,0.02,186,63,171,1020,2690,,,,,,
1624580081,2016-05-02,,7155,4.93,4.93,0.0,0.86,0.59,3.47,0.0,7,6,166,1261,1497,,,,,,
1624580081,2016-05-03,,2100,1.37,1.37,0.0,0.0,0.0,1.34,0.02,0,0,96,1344,1334,,,,,,
1624580081,2016-05-04,,2193,1.43,1.43,0.0,0.0,0.0,1.42,0.0,0,0,118,1322,1368,,,,,,
1624580081,2016-05-05,,2470,1.61,1.61,0.0,0.0,0.0,1.58,0.02,0,0,117,1323,1370,,,,,,
1624580081,2016-05-06,,1727,1.12,1.12,0.0,0.0,0.0,1.12,0.01,0,0,102,1338,1341,,,,,,
1624580081,2016-05-07,,2104,1.37,1.37,0.0,0.0,0.0,1.37,0.0,0,0,182,1258,1474,,,,,,
1624580081,2016-05-08,,3427,2.23,2.23,0.0,0.0,0.0,2.22,0.0,0,0,152,1288,1427,,,,,,
1624580081,2016-05-09,,1732,1.13,1.13,0.0,0.0,0.0,1.13,0.0,0,0,91,1349,1328,,,,,,
1624580081,2016-05-10,,2969,1.93,1.93,0.0,0.0,0.0,1.92,0.01,0,0,139,1301,1393,,,,,,
1624580081,2016-05-11,,3134,2.04,2.04,0.0,0.0,0.0,2.04,0.0,0,0,112,1328,1359,,,,,,
1624580081,2016-05-12,,2971,1.93,1.93,0.0,0.0,0.0,1.92,0.01,0,0,107,890,1002,,,,,,
1644430081,2016-04-12,,10694,7.77,7.77,0.0,0.14,2.3,5.33,0.0,2,51,256,1131,3199,,,,,,
1644430081,2016-04-13,,8001,5.82,5.82,0.0,2.28,0.9,2.64,0.0,30,16,135,1259,2902,,,,,,
1644430081,2016-04-14,,11037,8.02,8.02,0.0,0.36,2.56,5.1,0.0,5,58,252,1125,3226,,,,,,
1644430081,2016-04-15,,5263,3.83,3.83,0.0,0.22,0.15,3.45,0.0,3,4,170,1263,2750,,,,,,
1644430081,2016-04-16,,15300,11.12,11.12,0.0,4.1,1.88,5.09,0.0,51,42,212,1135,3493,,,,,,
1644430081,2016-04-17,,8757,6.37,6.37,0.0,2.25,0.57,3.55,0.0,29,13,186,1212,3011,,,,,,
1644430081,2016-04-18,,7132,5.19,5.19,0.0,1.07,1.67,2.45,0.0,15,33,121,1271,2806,,,,,,
1644430081,2016-04-19,,11256,8.18,8.18,0.0,0.36,2.53,5.3,0.0,5,58,278,1099,3300,,,,,,
1644430081,2016-04-20,,2436,1.77,1.77,0.0,0.0,0.0,1.76,0.01,0,0,125,1315,2430,,,,,,
1644430081,2016-04-21,,1223,0.89,0.89,0.0,0.0,0.0,0.88,0.01,0,0,38,1402,2140,,,,,,
1644430081,2016-04-22,,3673,2.67,2.67,0.0,0.0,0.0,2.66,0.01,0,0,86,1354,2344,,,,,,
1644430081,2016-04-23,,6637,4.83,4.83,0.0,0.0,0.58,4.25,0.0,0,15,160,1265,2677,,,,,,
1644430081,2016-04-24,,3321,2.41,2.41,0.0,0.0,0.0,2.41,0.0,0,0,89,1351,2413,,,,,,
1644430081,2016-04-25,,3580,2.6,2.6,0.0,0.59,0.06,1.95,0.0,8,1,94,1337,2497,,,,,,
1644430081,2016-04-26,,9919,7.21,7.21,0.0,0.8,1.72,4.69,0.0,11,41,223,1165,3123,,,,,,
1644430081,2016-04-27,,3032,2.2,2.2,0.0,0.0,0.0,2.2,0.0,0,0,118,1322,2489,,,,,,
1644430081,2016-04-28,,9405,6.84,6.84,0.0,0.2,2.32,4.31,0.0,3,53,227,1157,3108,,,,,,
1644430081,2016-04-29,,3176,2.31,2.31,0.0,0.0,0.0,2.31,0.0,0,0,120,1193,2498,119.0,1.0,127.0,,,
1644430081,2016-04-30,,18213,13.24,13.24,0.0,0.63,3.14,9.46,0.0,9,71,402,816,3846,124.0,1.0,142.0,,,
1644430081,2016-05-01,,6132,4.46,4.46,0.0,0.24,0.99,3.23,0.0,3,24,146,908,2696,,,,,,
1644430081,2016-05-02,,3758,2.73,2.73,0.0,0.07,0.31,2.35,0.0,1,7,148,682,2580,796.0,1.0,961.0,,,
1644430081,2016-05-03,,12850,9.34,9.34,0.0,0.72,4.09,4.54,0.0,10,94,221,1115,3324,,,,,,
1644430081,2016-05-04,,2309,1.68,1.68,0.0,0.0,0.0,1.66,0.02,0,0,52,1388,2222,,,,,,
1644430081,2016-05-05,,4363,3.19,3.19,0.0,0.52,0.54,2.13,0.01,6,12,81,1341,2463,,,,,,
1644430081,2016-05-06,,9787,7.12,7.12,0.0,0.82,0.27,6.01,0.02,11,6,369,1054,3328,,,,,,
1644430081,2016-05-07,,13372,9.72,9.72,0.0,3.26,0.79,5.67,0.01,41,17,243,1139,3404,,,,,,
1644430081,2016-05-08,,6724,4.89,4.89,0.0,0.0,0.0,4.88,0.0,0,0,295,991,2987,137.0,1.0,154.0,,,
1644430081,2016-05-09,,6643,4.83,4.83,0.0,2.39,0.35,2.09,0.01,32,6,303,1099,3008,,,,,,
1644430081,2016-05-10,,9167,6.66,6.66,0.0,0.88,0.81,4.97,0.01,12,19,155,1254,2799,,,,,,
1644430081,2016-05-11,,1329,0.97,0.97,0.0,0.0,0.0,0.95,0.01,0,0,49,713,1276,,,,,,
1844505072,2016-04-12,,6697,4.43,4.43,0.0,0.0,0.0,4.43,0.0,0,0,339,1101,2030,,,,,,
1844505072,2016-04-13,,4929,3.26,3.26,0.0,0.0,0.0,3.26,0.0,0,0,248,1192,1860,,,,,,
1844505072,2016-04-14,,7937,5.25,5.25,0.0,0.0,0.0,5.23,0.0,0,0,373,843,2130,,,,,,
1844505072,2016-04-15,,3844,2.54,2.54,0.0,0.0,0.0,2.54,0.0,0,0,176,527,1725,644.0,1.0,961.0,,,
1844505072,2016-04-16,,3414,2.26,2.26,0.0,0.0,0.0,2.26,0.0,0,0,147,1293,1657,,,,,,
1844505072,2016-04-17,,4525,2.99,2.99,0.0,0.14,0.26,2.59,0.0,2,8,199,1231,1793,,,,,,
1844505072,2016-04-18,,4597,3.04,3.04,0.0,0.0,0.48,2.56,0.0,0,12,217,1211,1814,,,,,,
1844505072,2016-04-19,,197,0.13,0.13,0.0,0.0,0.0,0.13,0.0,0,0,10,1430,1366,,,,,,
1844505072,2016-04-20,,8,0.01,0.01,0.0,0.0,0.0,0.01,0.0,0,0,1,1439,1349,,,,,,
1844505072,2016-04-21,,8054,5.32,5.32,0.0,0.12,0.52,4.68,0.0,2,13,308,1117,2062,,,,,,
1844505072,2016-04-22,,5372,3.55,3.55,0.0,0.0,0.0,3.55,0.0,0,0,220,1220,1827,,,,,,
1844505072,2016-04-23,,3570,2.36,2.36,0.0,0.0,0.0,2.36,0.0,0,0,139,1301,1645,,,,,,
1844505072,2016-04-24,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1347,,,,,,
1844505072,2016-04-25,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1347,,,,,,
1844505072,2016-04-26,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1347,,,,,,
1844505072,2016-04-27,,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1439,1348,,,,,,
1844505072,2016-04-28,,6907,4.57,4.57,0.0,0.0,0.0,4.56,0.0,0,0,302,1138,1992,,,,,,
1844505072,2016-04-29,,4920,3.25,3.25,0.0,0.0,0.0,3.25,0.0,0,0,247,1082,1856,,,,,,
1844505072,2016-04-30,,4014,2.67,2.67,0.0,0.0,0.0,2.65,0.0,0,0,184,218,1763,722.0,1.0,961.0,,,
1844505072,2016-05-01,,2573,1.7,1.7,0.0,0.0,0.26,1.45,0.0,0,7,75,585,1541,590.0,1.0,961.0,,,
1844505072,2016-05-02,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1348,,,,,,
1844505072,2016-05-03,,4059,2.68,2.68,0.0,0.0,0.0,2.68,0.0,0,0,184,1256,1742,,,,,,
1844505072,2016-05-04,,2080,1.37,1.37,0.0,0.0,0.0,1.37,0.0,0,0,87,1353,1549,,,,,,
1844505072,2016-05-05,,2237,1.48,1.48,0.0,0.0,0.0,1.48,0.0,0,0,120,1320,1589,,,,,,
1844505072,2016-05-06,,44,0.03,0.03,0.0,0.0,0.0,0.03,0.0,0,0,2,1438,1351,,,,,,
1844505072,2016-05-07,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1347,,,,,,
1844505072,2016-05-08,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1347,,,,,,
1844505072,2016-05-09,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1347,,,,,,
1844505072,2016-05-10,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1347,,,,,,
1844505072,2016-05-11,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1347,,,,,,
1844505072,2016-05-12,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,711,665,,,,,,
1927972279,2016-04-12,,678,0.47,0.47,0.0,0.0,0.0,0.47,0.0,0,0,55,734,2220,750.0,3.0,775.0,,,
1927972279,2016-04-13,,356,0.25,0.25,0.0,0.0,0.0,0.25,0.0,0,0,32,986,2151,398.0,1.0,422.0,47.54,133.5,294.32
1927972279,2016-04-14,,2163,1.5,1.5,0.0,0.0,0.4,1.1,0.0,0,9,88,1292,2383,,,,,,
1927972279,2016-04-15,,980,0.68,0.68,0.0,0.0,0.0,0.68,0.0,0,0,51,941,2221,475.0,2.0,499.0,,,
1927972279,2016-04-16,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2064,,,,,,
1927972279,2016-04-17,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063,,,,,,
1927972279,2016-04-18,,244,0.17,0.17,0.0,0.0,0.0,0.17,0.0,0,0,17,1423,2111,,,,,,
1927972279,2016-04-19,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063,,,,,,
1927972279,2016-04-20,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063,,,,,,
1927972279,2016-04-21,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2064,,,,,,
1927972279,2016-04-22,,149,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0,0,10,1430,2093,,,,,,
1927972279,2016-04-23,,2945,2.04,2.04,0.0,0.0,0.0,2.04,0.0,0,0,145,1295,2499,,,,,,
1927972279,2016-04-24,,2090,1.45,1.45,0.0,0.07,0.24,1.14,0.0,1,6,75,1358,2324,,,,,,
1927972279,2016-04-25,,152,0.11,0.11,0.0,0.0,0.0,0.11,0.0,0,0,12,1303,2100,,,,,,
1927972279,2016-04-26,,3761,2.6,2.6,0.0,0.0,0.0,2.6,0.0,0,0,192,1058,2638,296.0,1.0,315.0,,,
1927972279,2016-04-27,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063,,,,,,
1927972279,2016-04-28,,1675,1.16,1.16,0.0,0.0,0.0,1.16,0.0,0,0,95,1167,2351,166.0,1.0,178.0,,,
1927972279,2016-04-29,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063,,,,,,
1927972279,2016-04-30,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2064,,,,,,
1927972279,2016-05-01,,2704,1.87,1.87,0.0,1.01,0.03,0.83,0.0,14,1,70,1355,2411,,,,,,
1927972279,2016-05-02,,3790,2.62,2.62,0.0,1.16,0.3,1.16,0.0,16,8,94,1322,2505,,,,,,
1927972279,2016-05-03,,1326,0.92,0.92,0.0,0.73,0.0,0.18,0.0,10,0,17,1413,2195,,,,,,
1927972279,2016-05-04,,1786,1.24,1.24,0.0,0.0,0.0,1.24,0.0,0,0,87,1353,2338,,,,,,
1927972279,2016-05-05,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063,,,,,,
1927972279,2016-05-06,,2091,1.45,1.45,0.0,0.0,0.0,1.45,0.0,0,0,108,1332,2383,,,,,,
1927972279,2016-05-07,,1510,1.04,1.04,0.0,0.0,0.0,1.04,0.0,0,0,48,1392,2229,,,,,,
1927972279,2016-05-08,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063,,,,,,
1927972279,2016-05-09,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063,,,,,,
1927972279,2016-05-10,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063,,,,,,
1927972279,2016-05-11,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063,,,,,,
1927972279,2016-05-12,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,966,1383,,,,,,
2022484408,2016-04-12,74.05,11875,8.34,8.34,0.0,3.31,0.77,4.26,0.0,42,14,227,1157,2390,,,,,,
2022484408,2016-04-13,78.64,12024,8.5,8.5,0.0,2.99,0.1,5.41,0.0,43,5,292,1100,2601,,,,,,
2022484408,2016-04-14,70.55,10690,7.5,7.5,0.0,2.48,0.21,4.82,0.0,32,3,257,1148,2312,,,,,,
2022484408,2016-04-15,78.63,11034,8.03,8.03,0.0,1.94,0.31,5.78,0.0,27,9,282,1122,2525,,,,,,
2022484408,2016-04-16,74.5,10100,7.09,7.09,0.0,3.15,0.55,3.39,0.0,41,11,151,1237,2177,,,,,,
2022484408,2016-04-17,82.75,15112,11.4,11.4,0.0,3.87,0.66,6.88,0.0,28,29,331,1052,2782,,,,,,
2022484408,2016-04-18,80.92,14131,10.07,10.07,0.0,3.64,0.12,6.3,0.0,48,3,311,1078,2770,,,,,,
2022484408,2016-04-19,80.86,11548,8.53,8.53,0.0,3.29,0.24,5.0,0.0,31,7,250,1152,2489,,,,,,
2022484408,2016-04-20,81.53,15112,10.67,10.67,0.0,3.34,1.93,5.4,0.0,48,63,276,1053,2897,,,,,,
2022484408,2016-04-21,86.21,12453,8.74,8.74,0.0,3.33,1.11,4.31,0.0,104,53,255,1028,3158,,,,,,
2022484408,2016-04-22,78.04,12954,9.33,9.33,0.0,4.43,0.42,4.47,0.0,52,10,273,1105,2638,,,,,,
2022484408,2016-04-23,70.64,6001,4.21,4.21,0.0,0.0,0.0,4.21,0.0,0,0,249,1191,2069,,,,,,
2022484408,2016-04-24,80.55,13481,10.28,10.28,0.0,4.55,1.15,4.58,0.0,37,26,216,1161,2529,,,,,,
2022484408,2016-04-25,79.66,11369,8.01,8.01,0.0,3.33,0.22,4.46,0.0,44,8,217,1171,2470,,,,,,
2022484408,2016-04-26,81.38,10119,7.19,7.19,0.0,1.43,0.66,5.11,0.0,55,24,275,1086,2793,,,,,,
2022484408,2016-04-27,79.47,10159,7.13,7.13,0.0,1.04,0.97,5.12,0.0,19,20,282,1119,2463,,,,,,
2022484408,2016-04-28,69.96,10140,7.12,7.12,0.0,0.41,1.33,5.39,0.0,6,20,291,1123,2296,,,,,,
2022484408,2016-04-29,81.88,10245,7.19,7.19,0.0,0.48,1.21,5.5,0.0,21,40,281,1098,2611,,,,,,
2022484408,2016-04-30,75.73,18387,12.91,12.91,0.0,0.94,1.4,10.57,0.0,13,23,361,1043,2732,,,,,,
2022484408,2016-05-01,72.11,10538,7.4,7.4,0.0,1.94,0.96,4.5,0.0,25,28,245,1142,2380,,,,,,
2022484408,2016-05-02,76.24,10379,7.29,7.29,0.0,2.61,0.34,4.33,0.0,36,8,277,1119,2473,,,,,,
2022484408,2016-05-03,81.06,12183,8.74,8.74,0.0,3.99,0.46,4.28,0.0,72,14,250,1104,2752,,,,,,
2022484408,2016-05-04,81.01,11768,8.29,8.29,0.0,2.51,0.93,4.85,0.0,36,27,272,1105,2649,,,,,,
2022484408,2016-05-05,80.2,11895,8.35,8.35,0.0,2.79,0.86,4.7,0.0,55,20,253,1112,2609,,,,,,
2022484408,2016-05-06,80.82,10227,7.18,7.18,0.0,1.87,0.67,4.64,0.0,24,17,295,1104,2498,,,,,,
2022484408,2016-05-07,73.99,6708,4.71,4.71,0.0,1.61,0.08,3.02,0.0,20,2,149,1269,1995,,,,,,
2022484408,2016-05-08,76.71,3292,2.31,2.31,0.0,0.0,0.0,2.31,0.0,0,0,135,1305,1848,,,,,,
2022484408,2016-05-09,78.56,13379,9.39,9.39,0.0,2.12,1.63,5.64,0.0,35,47,297,1061,2709,,,,,,
2022484408,2016-05-10,85.23,12798,8.98,8.98,0.0,2.22,1.21,5.56,0.0,57,28,271,1084,2797,,,,,,
2022484408,2016-05-11,82.04,13272,9.32,9.32,0.0,4.18,1.15,3.99,0.0,58,25,224,1133,2544,,,,,,
2022484408,2016-05-12,80.08,9117,6.41,6.41,0.0,1.28,0.67,4.44,0.0,16,16,236,728,1853,,,,,,
2026352035,2016-04-12,,4414,2.74,2.74,0.0,0.19,0.35,2.2,0.0,3,8,181,706,1459,503.0,1.0,546.0,,,
2026352035,2016-04-13,,4993,3.1,3.1,0.0,0.0,0.0,3.1,0.0,0,0,238,663,1521,531.0,1.0,565.0,,,
2026352035,2016-04-14,,3335,2.07,2.07,0.0,0.0,0.0,2.05,0.0,0,0,197,653,1431,545.0,1.0,568.0,,,
2026352035,2016-04-15,,3821,2.37,2.37,0.0,0.0,0.0,2.37,0.0,0,0,188,687,1444,523.0,1.0,573.0,,,
2026352035,2016-04-16,,2547,1.58,1.58,0.0,0.0,0.0,1.58,0.0,0,0,150,728,1373,524.0,1.0,567.0,,,
2026352035,2016-04-17,68.6,838,0.52,0.52,0.0,0.0,0.0,0.52,0.0,0,0,60,1053,1214,437.0,1.0,498.0,,,
2026352035,2016-04-18,,3325,2.06,2.06,0.0,0.0,0.0,2.06,0.0,0,0,182,1062,1419,,,,,,
2026352035,2016-04-19,,2424,1.5,1.5,0.0,0.0,0.0,1.5,0.0,0,0,141,785,1356,498.0,1.0,540.0,,,
2026352035,2016-04-20,,7222,4.48,4.48,0.0,0.0,0.0,4.48,0.0,0,0,327,623,1667,461.0,1.0,510.0,,,
2026352035,2016-04-21,,2467,1.53,1.53,0.0,0.0,0.0,1.53,0.0,0,0,153,749,1370,477.0,1.0,514.0,,,
